company,title,summary
"

    Xcede Digital
",Data Scientist - Mobile start-up,"
Xcede’s Data Science team are working with one of London’s most exciting on-demand delivery start-ups who are looking to continue growing their data team by..."
"

    Xcede Digital
",Senior Data Scientist - social network,"
They are looking for a Senior Data Scientist to join their talented Analytics team, reporting to the Head of Data Science...."
"


        ASI
",ASI DS & DE Fellowship (2017 January),"
An intensive eight week post-doctoral fellowship enabling scientists to become data scientists and engineers...."
"

    QuantumBlack
",Data Engineer (Consultant / Analyst),"
Collaborate with our data scientists to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical models...."
"

    Xcede Digital
",Data Scientist - NLP - Bristol,"
If you are interested in this or other Data Scientist opportunities please contact Matthew Jones on matthew.jones @xcede.co.uk or +44(0)203 301 9931...."
"

    InMotion
",Chief Technical Officer (CTO),"
Develop our information security plan to protect confidentiality, integrity of data and servers. You will distil technical ideas into simple effective plans,..."
"

    Big Cloud
",Data Scientist,"
This exciting global company, at the heart of Big Data & Analytics, is currently seeking to recruit a Data Scientist, to build cutting edge Machine Learning..."
"

    Xcede Digital
",Data Scientist - Gaming - London,"
Xcede’s Data Science team are working with one of the world’s largest gaming companies, specifically their in-game analytics team, to help them find a senior..."
"

    Alexander Ash Ltd
",Data Scientist - Analytics and Insights,"
Data Scientist - Assurance Analytics and Insights - Big 4 Consulting. They require a number of candidates with an interest in data management and data analysis...."
"

    Elliptic
",Data Scientist,"
Collaborate with other data scientists and engineers to enhance and develop our data science toolkit. Passion for exploration, experimentation and building with..."
"

    Telfer Partners Ltd
",Data Scientist – Journals,"
Extracting meaning from data. An academic publisher with one of the most successful track records for growth over the last ten years is looking to recruit a..."
"

Data Reply UK
",Big Data Engineer,"
Managing a data processing pipeline 'end to end', i.e. from data ingestion to live data product. This means working alongside our Data Scientists to implement..."
"

    Xcede
",Data Scientist - Management Consultancy,"
They are looking for 3 Data Scientists to join the team who would be working on some cutting edge projects across Europe...."
"

    MarketInvoice
",Python Developer,"
You'll be joining the newly created Data Insights team at MarketInvoice; You'll take ownership of our data infrastructure as our lead engineer...."
"

    Bettor Believe
","Quantitative Analyst - Statistical Focus, £60K+","
Typical projects range from sourcing data, modelling sporting outcomes, researching betting market dynamics through data analysis or split-testing, or..."
"

    ThisWay
",Machine Learning Algorithm Developer Engineer,"
And you will have the ability to help build our algorithm and data sciences team. We are looking for a brilliant mind to join our team, working on solving very..."
"

    ComplyAdvantage
",JUNIOR MACHINE LEARNING / NATURAL LANGUAGE PROCESSING DEVELOPER,"
We’re a small but rapidly growing team of engineers, data scientists, linguists, researchers, and technology enthusiasts, passionate about using technology to..."
"

    ComplyAdvantage
",SENIOR MACHINE LEARNING / NATURAL LANGUAGE PROCESSING DEVELOPER,"
We’re a small but rapidly growing team of engineers, data scientists, linguists, researchers, and technology enthusiasts, passionate about using technology to..."
"

    AS Watson Group
",Senior Data Scientist X 2,"
The candidate’s objective is to translate the delivery of our global Group Customer Strategy to regional programs in the European business units (“BUs”) using..."
"

    Emerald Group
",Cricket Data Scientist,"
Experience in presenting data. Experience conducting data analysis ideally in a commercial environment. The candidate should have experience in solving real..."
"


        Decision Resources Group
",Statistician,"
Statistician / STATA / statistical / real world data / NMA. Clients rely on this analysis and data to make informed, knowledgeable decisions...."
"

    Onfido
",Machine Learning/ Computer Vision Engineer,"
Develop highly scalable classifiers and tools leveraging machine learning, data regression, and rules based models...."
"


        Stratagem Technologies Ltd
",Machine Learning Research-Sports Analytics and Predictions,"
We are seeking talented and motivated data scientists with a background or experience in machine learning. 2+ years experience in working with large data sets..."
"

    Inspired Selection
",Data Scientist – Journals,"
We are looking for a Data whizz to join our client in a brand new role known as a Data Scientist. Can you turn data into knowledge?..."
"

    Bettor Believe
","Data Scientist, Sports, London (£45-65K)","
Experience conducting data analysis on big data and big data technologies. Commercial data science experience...."
"

    PHASTAR
",Principal Statistician,"
Our approach ensures high quality consulting and data analysis. PHASTAR have a unique approach to statistical consulting and data analysis that you will be..."
"


        Deliveroo
",Junior BI Analyst,"
Triage urgent business needs and solve quick wins by extracting data intelligently from our data warehouse. Which is on the job, solving big hairy problems with..."
"

    Xcede Digital
",Lead Data Scientist - E-commerce,"
Having hired three experienced talented Data Scientists they are now looking for a Lead Data Scientist to guide and help build out the team, whilst working..."
"

    Latis Scientific Ltd
",Scientific Officer,"
Undertake data entry using a Laboratory Information Management System. Implementing all aspects of the Quality Management System and associated documentation..."
"


        Reflection
",Data Scientist,"
Reflection is looking for a talented Data Scientist to join our growing team in the heart of Soho, London...."
